ID	AGE	INCOME	GENDER	MARITAL	NUMKIDS	NUMCARDS	HOWPAID	MORTGAGE	STORECAR	LOANS	RISK
103265	44	27270	m	divsepwid	3	6	weekly 	n	5	3	bad profit
103573	48	27268	f	divsepwid	3	5	weekly 	n	5	3	bad profit
103899	44	27233	f	married  	3	4	weekly 	y	4	1	bad loss  
103506	38	27196	f	divsepwid	4	6	weekly 	y	5	3	bad loss  
103315	45	27195	m	divsepwid	3	6	weekly 	n	4	2	bad loss  
103577	48	27154	m	divsepwid	2	6	weekly 	y	3	2	bad loss  
100156	37	27134	m	single   	0	1	monthly	y	2	0	good risk 
103828	42	27128	m	married  	3	4	weekly 	y	4	2	bad loss  
103337	26	27107	m	divsepwid	2	5	weekly 	n	3	3	bad loss  
100197	39	27092	f	single   	0	1	monthly	y	2	0	good risk 
103860	43	27077	f	married  	3	4	monthly	y	4	1	bad loss  
103594	48	27045	f	divsepwid	4	5	weekly 	n	4	3	good risk 
103342	45	27035	m	divsepwid	4	5	weekly 	y	5	3	bad profit
103233	44	27030	f	divsepwid	4	5	weekly 	n	5	3	good risk 
100086	32	27026	m	single   	0	0	monthly	y	0	0	good risk 
102982	41	26976	m	divsepwid	3	5	weekly 	y	4	2	bad loss  
103176	43	26956	f	divsepwid	3	6	weekly 	n	5	3	good risk 
100123	35	26908	f	single   	0	1	monthly	y	2	0	good risk 
103087	38	26865	m	divsepwid	2	5	weekly 	n	5	2	good risk 
102992	41	26826	f	divsepwid	3	6	weekly 	n	5	2	bad profit
103078	42	26806	m	divsepwid	2	6	weekly 	y	5	2	bad loss  
103584	27	26785	m	divsepwid	3	5	weekly 	n	4	3	good risk 
103930	45	26772	f	married  	2	4	monthly	y	4	2	bad loss  
104106	50	26746	f	married  	2	4	weekly 	y	5	1	bad loss  
100186	39	26718	m	single   	0	0	monthly	y	0	0	good risk 
103671	38	26594	f	divsepwid	4	6	weekly 	y	5	2	good risk 
103940	45	26575	m	married  	3	4	monthly	y	4	2	bad profit
103643	49	26551	m	divsepwid	4	6	weekly 	n	3	2	bad loss  
100170	38	26539	m	single   	0	1	monthly	y	1	0	good risk 
103173	43	26529	m	divsepwid	3	5	weekly 	y	3	2	bad profit
100203	40	26528	m	single   	0	1	monthly	y	1	0	good risk 
103091	42	26492	f	divsepwid	3	5	weekly 	n	5	3	bad profit
103017	41	26489	f	divsepwid	3	5	weekly 	n	4	3	bad profit
100079	31	26485	f	single   	0	0	monthly	y	1	0	good risk 
103896	44	26430	f	married  	3	3	monthly	y	5	1	bad loss  
103798	29	26416	f	married  	3	3	monthly	y	5	1	bad profit
103583	32	26415	m	divsepwid	2	6	weekly 	y	5	3	bad loss  
104039	48	26406	f	married  	2	4	monthly	y	4	1	bad loss  
103831	42	26375	f	married  	3	3	weekly 	y	4	1	bad profit
103670	49	26352	f	divsepwid	4	5	weekly 	n	3	3	bad loss  
103585	48	26344	m	divsepwid	3	6	weekly 	n	4	2	good risk 
102914	40	26332	m	divsepwid	4	6	weekly 	n	3	3	bad profit
103649	49	26291	m	divsepwid	4	6	weekly 	y	5	2	bad profit
102931	40	26252	m	divsepwid	4	5	weekly 	n	3	3	bad profit
103963	46	26247	m	married  	3	3	weekly 	y	5	1	bad loss  
103904	44	26231	m	married  	3	4	weekly 	y	5	2	bad loss  
103993	47	26218	f	married  	2	4	weekly 	y	5	2	bad loss  
103008	41	26203	f	divsepwid	3	5	weekly 	y	4	2	bad loss  
103596	48	26193	f	divsepwid	2	5	weekly 	n	3	2	bad loss  
103571	48	26189	m	divsepwid	3	5	weekly 	n	3	3	bad profit
103996	47	26184	f	married  	2	3	monthly	y	5	1	bad loss  
100021	26	26175	f	single   	0	1	monthly	y	2	0	good risk 
103095	42	26150	f	divsepwid	2	5	weekly 	n	4	2	good risk 
103948	45	26125	f	married  	3	3	weekly 	y	4	1	bad loss  
103073	38	26094	m	divsepwid	3	6	weekly 	y	4	3	bad profit
103508	47	26081	f	divsepwid	2	5	weekly 	n	3	3	bad profit
103153	43	26079	f	divsepwid	4	5	weekly 	n	4	3	bad profit
103495	47	26060	m	divsepwid	4	6	weekly 	n	4	2	good risk 
103666	49	26009	f	divsepwid	2	6	weekly 	y	5	3	bad loss  
104069	49	26003	f	married  	3	4	weekly 	y	5	2	bad loss  
102903	40	26002	f	divsepwid	2	5	weekly 	y	4	2	bad profit
100039	28	25935	m	single   	0	1	monthly	y	0	0	good risk 
100066	30	25933	f	single   	0	1	monthly	y	2	0	bad loss  
103003	41	25931	f	divsepwid	4	6	weekly 	n	4	3	bad profit
103866	43	25916	m	married  	3	3	weekly 	y	5	1	bad loss  
103900	32	25901	f	married  	3	4	monthly	y	5	2	bad loss  
103994	47	25730	f	married  	3	3	monthly	y	4	1	bad loss  
104108	50	25707	f	married  	2	3	weekly 	y	5	1	bad profit
104074	49	25687	m	married  	3	4	monthly	y	4	2	bad loss  
102928	40	25678	f	divsepwid	2	6	weekly 	y	5	3	bad profit
104034	48	25659	m	married  	3	3	weekly 	y	5	1	bad loss  
103969	37	25654	m	married  	3	3	monthly	y	5	1	bad loss  
104101	50	25629	m	married  	2	4	monthly	y	4	1	bad loss  
103864	43	25563	f	married  	2	3	monthly	y	5	1	bad loss  
103092	42	25560	m	divsepwid	3	6	weekly 	n	3	3	bad loss  
103797	41	25541	f	married  	2	3	monthly	y	5	1	bad loss  
103422	46	25537	f	divsepwid	3	6	weekly 	y	5	3	bad loss  
103158	43	25529	f	divsepwid	3	6	weekly 	y	5	3	bad profit
103070	42	25517	m	divsepwid	2	5	weekly 	y	3	3	bad profit
103075	38	25483	f	divsepwid	4	6	weekly 	n	4	2	bad profit
103081	33	25460	m	divsepwid	3	5	weekly 	n	5	3	bad profit
102922	40	25422	m	divsepwid	3	5	weekly 	n	3	3	bad profit
104007	29	25418	m	married  	3	4	monthly	y	4	2	bad loss  
103974	46	25397	f	married  	3	4	weekly 	y	5	1	bad loss  
103651	49	25383	f	divsepwid	2	6	weekly 	n	5	3	bad profit
103766	40	25279	m	married  	2	4	monthly	y	4	2	bad loss  
100114	34	25276	f	single   	0	1	monthly	y	1	0	good risk 
103599	48	25190	f	divsepwid	4	5	weekly 	n	4	2	bad loss  
103243	44	25188	m	divsepwid	4	5	weekly 	n	5	3	bad profit
103336	45	25094	f	divsepwid	2	5	weekly 	y	5	3	bad loss  
102920	40	25060	m	divsepwid	2	5	weekly 	n	5	2	bad loss  
104046	48	25035	m	married  	3	4	weekly 	y	4	2	bad loss  
103997	47	25031	m	married  	3	4	weekly 	y	5	1	bad loss  
101270	26	24992	f	married  	2	1	weekly 	y	3	2	bad profit
103040	42	24979	f	divsepwid	2	5	weekly 	y	5	3	bad loss  
103298	45	24977	f	divsepwid	4	6	weekly 	n	5	3	bad profit
102411	22	24968	f	single   	0	2	weekly 	y	3	1	bad profit
102069	20	24968	m	single   	0	3	weekly 	y	1	1	bad loss  
101824	24	24956	f	married  	2	2	monthly	y	3	1	bad loss  
102235	21	24954	m	single   	0	1	monthly	y	3	1	bad profit
101495	37	24944	m	married  	1	0	monthly	y	2	2	bad profit
102389	22	24943	m	single   	1	1	monthly	y	3	1	good risk 
102862	25	24941	m	single   	0	2	monthly	y	1	1	bad profit
101498	22	24931	f	married  	1	0	weekly 	y	3	1	bad profit
101052	19	24929	f	married  	2	2	weekly 	y	3	1	good risk 
102216	33	24927	m	single   	0	2	weekly 	n	3	1	bad profit
101249	20	24926	f	married  	2	2	weekly 	y	2	2	bad profit
102230	21	24911	m	single   	0	2	monthly	n	2	1	bad profit
102674	24	24905	f	single   	1	3	monthly	n	1	1	bad profit
100893	18	24904	m	married  	2	1	monthly	y	1	1	good risk 
101228	20	24886	m	married  	1	2	monthly	y	3	1	bad profit
101790	24	24877	m	married  	1	0	monthly	y	1	2	bad profit
102826	25	24870	f	single   	0	1	monthly	n	3	1	bad profit
101559	22	24863	f	married  	2	0	monthly	y	3	2	bad profit
102499	23	24854	f	single   	0	1	weekly 	y	2	1	bad profit
103054	42	24835	m	divsepwid	2	6	weekly 	y	4	2	bad profit
100912	18	24835	f	married  	2	2	monthly	y	1	1	bad profit
102819	25	24823	f	single   	0	3	monthly	n	2	1	bad profit
102691	34	24795	m	single   	0	3	monthly	n	2	1	bad profit
102527	23	24794	f	single   	0	1	monthly	y	3	1	bad profit
102730	24	24791	f	single   	1	2	monthly	n	3	1	bad profit
101668	23	24787	f	married  	2	2	weekly 	y	1	2	bad profit
100923	18	24780	m	married  	1	1	monthly	y	3	2	bad profit
100939	18	24780	m	married  	2	1	monthly	y	3	2	bad profit
101366	27	24753	f	married  	2	0	weekly 	y	3	2	bad profit
101219	20	24748	f	married  	1	2	monthly	y	3	1	bad profit
104028	36	24728	m	married  	3	4	weekly 	y	4	2	bad loss  
102123	20	24726	m	single   	0	2	weekly 	n	1	1	bad profit
103782	41	24724	m	married  	2	4	weekly 	y	5	1	bad loss  
101836	24	24719	f	married  	1	0	monthly	y	2	1	bad profit
101675	23	24718	f	married  	1	0	monthly	y	1	2	bad profit
101809	24	24709	m	married  	1	0	weekly 	y	2	1	bad profit
100903	18	24707	m	married  	1	2	monthly	y	3	1	bad profit
102547	23	24692	m	single   	0	1	monthly	n	1	1	bad profit
101569	22	24692	f	married  	2	2	weekly 	y	1	1	bad profit
101656	23	24685	f	married  	2	0	weekly 	y	2	1	bad profit
102270	21	24675	m	single   	0	1	weekly 	y	2	1	bad profit
102694	24	24674	f	single   	1	3	monthly	n	1	1	bad profit
101647	23	24674	m	married  	1	1	weekly 	y	2	1	bad profit
104056	49	24668	f	married  	3	3	monthly	y	4	2	bad loss  
101694	23	24665	f	married  	1	2	monthly	y	1	2	bad profit
102888	40	24660	m	divsepwid	3	6	weekly 	y	4	2	bad profit
101703	23	24650	f	married  	2	2	weekly 	y	3	2	bad profit
101661	23	24642	f	married  	2	2	monthly	y	1	1	bad profit
101968	25	24639	f	married  	1	1	monthly	y	2	1	bad profit
101073	37	24637	f	married  	2	0	weekly 	y	3	1	bad profit
101803	24	24634	m	married  	2	2	monthly	y	2	2	bad profit
101208	20	24633	m	married  	2	1	monthly	y	2	2	bad profit
102086	20	24626	f	single   	0	3	weekly 	y	1	1	bad profit
101679	23	24610	m	married  	2	0	weekly 	y	1	1	bad profit
102124	20	24597	f	single   	0	3	monthly	n	2	1	bad loss  
101357	21	24584	m	married  	2	1	monthly	y	2	1	bad loss  
102542	34	24577	f	single   	1	1	weekly 	y	3	1	bad profit
102575	23	24572	f	single   	1	1	monthly	n	2	1	bad profit
102714	24	24564	m	single   	0	3	monthly	n	2	1	bad profit
104064	49	24561	m	married  	3	4	weekly 	y	4	2	bad loss  
101802	24	24560	m	married  	2	1	monthly	y	3	2	bad profit
102081	20	24558	m	single   	1	1	weekly 	y	3	1	bad profit
103708	50	24549	m	divsepwid	4	5	weekly 	y	3	2	good risk 
101353	21	24545	f	married  	1	1	weekly 	y	3	2	bad loss  
101852	24	24538	m	married  	2	2	weekly 	y	3	1	good risk 
102512	23	24535	m	single   	0	2	monthly	y	3	1	bad profit
101543	22	24535	m	married  	1	0	weekly 	y	1	2	bad loss  
103547	48	24526	f	divsepwid	2	5	weekly 	n	3	3	bad loss  
102107	20	24526	m	single   	0	1	monthly	y	1	1	bad profit
100930	18	24525	f	married  	1	0	weekly 	y	3	1	bad profit
101674	23	24520	f	married  	2	1	monthly	y	2	2	bad profit
101266	20	24519	f	married  	2	0	weekly 	y	2	1	bad profit
103922	45	24516	f	married  	3	3	monthly	y	4	2	bad loss  
101697	23	24512	f	married  	1	2	weekly 	y	2	2	bad profit
104020	48	24511	f	married  	2	3	weekly 	y	5	2	bad loss  
103627	49	24510	m	divsepwid	3	5	weekly 	y	4	3	bad profit
101250	20	24499	f	married  	1	0	monthly	y	2	2	bad profit
101230	20	24490	m	married  	1	2	weekly 	y	1	2	bad profit
103638	49	24487	m	divsepwid	3	5	weekly 	n	4	2	good risk 
101934	25	24484	f	married  	1	1	weekly 	y	3	2	bad profit
103641	49	24478	f	divsepwid	4	6	weekly 	y	3	2	good risk 
101043	19	24469	f	married  	1	0	monthly	y	1	2	bad profit
103226	35	24466	f	divsepwid	4	5	weekly 	n	3	2	bad profit
102573	23	24460	f	single   	0	3	weekly 	y	1	1	bad profit
101544	26	24453	m	married  	1	0	weekly 	y	3	1	bad profit
100890	30	24451	f	married  	1	1	monthly	y	1	2	bad profit
103764	40	24437	f	married  	2	3	monthly	y	4	1	bad loss  
103132	43	24426	f	divsepwid	2	5	weekly 	n	5	3	bad profit
101695	23	24419	f	married  	1	2	monthly	y	2	2	bad profit
102893	40	24392	f	divsepwid	3	5	weekly 	y	4	2	bad profit
103631	49	24390	m	divsepwid	2	5	weekly 	y	5	2	bad loss  
101360	21	24388	f	married  	1	0	monthly	y	2	1	bad profit
103555	48	24381	m	divsepwid	2	5	weekly 	n	4	3	good risk 
102801	25	24374	m	single   	1	2	monthly	y	3	1	bad profit
101258	20	24372	f	married  	1	0	weekly 	y	1	1	bad profit
103216	44	24371	m	divsepwid	2	6	weekly 	n	5	3	bad profit
102971	37	24363	m	divsepwid	4	5	weekly 	n	3	2	bad loss  
103558	27	24362	f	divsepwid	3	6	weekly 	n	3	2	bad profit
101840	24	24356	m	married  	2	0	weekly 	y	1	1	bad profit
102243	21	24355	f	single   	0	1	monthly	n	2	1	bad profit
101949	25	24348	f	married  	2	0	weekly 	y	3	2	bad profit
101057	19	24345	f	married  	2	1	weekly 	y	2	1	bad profit
101269	20	24343	f	married  	2	1	weekly 	y	2	1	bad profit
102104	32	24342	f	single   	0	2	weekly 	n	2	1	bad profit
102688	34	24339	f	single   	0	1	weekly 	n	3	1	bad profit
102896	40	24331	m	divsepwid	3	6	weekly 	n	5	3	bad profit
101814	24	24331	f	married  	2	0	monthly	y	1	2	bad profit
102540	23	24316	f	single   	0	3	weekly 	n	2	1	good risk 
101098	29	24315	m	married  	1	2	weekly 	y	1	1	bad profit
101669	23	24312	f	married  	2	2	weekly 	y	2	1	bad profit
102400	22	24312	m	single   	0	3	weekly 	y	1	1	bad profit
100909	18	24297	f	married  	1	2	weekly 	y	3	2	bad profit
102684	24	24295	m	single   	0	3	monthly	n	1	1	bad profit
102390	22	24292	m	single   	1	1	weekly 	y	2	1	bad profit
101097	19	24292	f	married  	1	2	monthly	y	2	2	bad profit
101076	19	24290	m	married  	2	1	weekly 	y	3	1	bad profit
101092	19	24289	m	married  	2	2	monthly	y	3	2	bad profit
101503	22	24288	m	married  	2	2	monthly	y	3	1	bad profit
101243	31	24286	m	married  	2	0	monthly	y	3	2	bad profit
103310	45	24281	f	divsepwid	4	5	weekly 	n	4	2	bad profit
103625	49	24277	f	divsepwid	2	6	weekly 	n	3	2	bad loss  
101830	36	24271	m	married  	1	0	weekly 	y	3	2	bad profit
102827	35	24255	m	single   	0	2	monthly	y	2	1	bad profit
102559	23	24252	f	single   	0	2	weekly 	y	3	1	bad profit
102415	22	24231	f	single   	1	3	weekly 	n	3	1	bad profit
103628	49	24226	f	divsepwid	3	5	weekly 	y	5	3	bad profit
102362	22	24226	m	single   	0	3	weekly 	y	3	1	good risk 
102972	41	24219	m	divsepwid	4	6	weekly 	y	5	3	bad loss  
102818	25	24216	f	single   	0	3	monthly	y	3	1	bad profit
103389	46	24211	m	divsepwid	4	5	weekly 	n	3	2	bad loss  
102102	20	24211	f	single   	0	1	weekly 	n	1	1	bad profit
101643	23	24210	f	married  	2	2	monthly	y	2	1	bad profit
103960	46	24207	f	married  	2	4	weekly 	y	4	1	bad loss  
101053	19	24200	m	married  	1	0	monthly	y	2	1	bad profit
101079	19	24192	m	married  	2	2	weekly 	y	2	2	bad profit
100892	18	24184	m	married  	2	0	weekly 	y	2	2	bad loss  
102841	25	24182	f	single   	0	2	weekly 	y	2	1	bad profit
101519	22	24171	m	married  	2	2	monthly	y	3	1	bad profit
102507	23	24164	m	single   	1	1	weekly 	n	1	1	bad profit
101566	22	24164	m	married  	1	2	weekly 	y	2	2	bad profit
103623	49	24162	f	divsepwid	2	5	weekly 	y	4	2	bad profit
102807	25	24160	f	single   	0	1	monthly	n	1	1	bad profit
103989	47	24152	m	married  	3	3	monthly	y	4	1	bad loss  
101102	19	24151	f	married  	2	1	weekly 	y	3	1	bad profit
101257	37	24149	m	married  	2	0	weekly 	y	3	1	bad profit
102274	21	24138	m	single   	1	1	monthly	y	1	1	bad profit
102804	25	24137	m	single   	1	3	monthly	n	1	1	bad profit
102574	23	24134	f	single   	0	3	weekly 	y	2	1	good risk 
102844	27	24132	m	single   	1	1	monthly	y	3	1	bad profit
103883	44	24121	f	married  	3	4	weekly 	y	4	1	bad loss  
103223	44	24115	f	divsepwid	2	6	weekly 	y	3	3	bad profit
101546	22	24112	f	married  	1	1	weekly 	y	1	1	good risk 
101645	23	24092	m	married  	2	2	weekly 	y	2	2	bad profit
101240	20	24081	f	married  	2	2	weekly 	y	3	2	bad profit
102529	23	24076	m	single   	0	3	monthly	n	2	1	bad profit
102372	22	24074	m	single   	1	1	weekly 	n	2	1	bad profit
103561	31	24071	m	divsepwid	2	5	weekly 	y	3	2	bad loss  
103759	40	24071	m	married  	2	4	weekly 	y	4	1	bad loss  
100943	18	24056	f	married  	2	0	monthly	y	2	2	bad profit
101511	22	24053	f	married  	1	0	monthly	y	1	1	bad profit
102837	28	24044	m	single   	1	3	weekly 	y	1	1	bad profit
103959	46	24039	f	married  	3	4	weekly 	y	4	1	good risk 
101667	23	24030	f	married  	2	2	monthly	y	1	1	bad profit
101962	25	24029	f	married  	1	1	monthly	y	2	2	bad profit
101100	26	24019	f	married  	2	0	monthly	y	1	1	bad profit
102550	23	24008	m	single   	0	3	monthly	n	2	1	bad profit
103892	44	24007	f	married  	2	3	monthly	y	4	2	bad loss  
101793	24	24005	m	married  	1	2	monthly	y	2	1	bad profit
101687	23	24005	m	married  	1	0	monthly	y	3	1	bad profit
103299	45	23999	f	divsepwid	2	5	weekly 	y	5	3	bad profit
102716	24	23998	f	single   	0	3	weekly 	n	2	1	bad profit
101354	21	23997	m	married  	1	2	monthly	y	3	1	bad profit
103214	44	23984	f	divsepwid	2	5	weekly 	y	5	2	good risk 
100897	27	23982	m	married  	1	0	weekly 	y	2	1	bad profit
102225	21	23980	f	single   	0	2	weekly 	y	1	1	bad loss  
102234	21	23975	f	single   	1	3	monthly	n	2	1	bad profit
102715	29	23965	m	single   	0	3	monthly	n	3	1	bad loss  
103791	34	23964	f	married  	2	4	weekly 	y	4	1	bad loss  
101548	22	23953	f	married  	1	2	weekly 	y	2	1	bad loss  
103927	45	23952	m	married  	3	4	monthly	y	5	2	bad profit
102555	23	23950	m	single   	1	3	monthly	n	1	1	bad profit
104065	49	23949	f	married  	3	4	monthly	y	5	1	bad loss  
102811	25	23944	f	single   	0	3	monthly	y	2	1	good risk 
102242	21	23936	f	single   	1	3	weekly 	y	1	1	bad profit
100929	18	23928	f	married  	1	0	monthly	y	1	1	bad profit
102822	25	23923	m	single   	1	1	monthly	y	3	1	bad profit
101563	22	23919	m	married  	1	1	weekly 	y	3	1	bad profit
102689	24	23912	m	single   	0	2	monthly	n	2	1	bad profit
102222	21	23912	m	single   	1	3	weekly 	n	1	1	bad profit
101358	21	23909	m	married  	2	2	weekly 	y	3	1	bad profit
102704	31	23906	f	single   	0	2	monthly	y	3	1	bad profit
101063	19	23906	m	married  	2	1	monthly	y	3	1	bad profit
101813	24	23905	m	married  	1	2	monthly	y	3	2	bad profit
103217	44	23899	f	divsepwid	3	5	weekly 	n	4	3	bad loss  
103549	36	23898	m	divsepwid	3	5	weekly 	n	4	3	bad loss  
103140	43	23897	m	divsepwid	2	5	weekly 	n	3	3	good risk 
103885	44	23890	f	married  	3	4	monthly	y	4	1	bad loss  
101209	20	23882	f	married  	1	0	monthly	y	2	2	bad profit
101677	27	23861	f	married  	1	1	monthly	y	1	1	bad profit
101264	32	23860	m	married  	2	0	monthly	y	3	1	bad profit
101367	21	23857	m	married  	2	1	weekly 	y	3	2	bad profit
102227	21	23854	f	single   	0	2	weekly 	n	3	1	bad profit
104027	48	23850	m	married  	2	4	weekly 	y	4	1	bad loss  
102364	33	23845	m	single   	1	1	monthly	y	2	1	bad profit
103884	44	23843	f	married  	3	4	weekly 	y	4	2	bad loss  
101210	20	23834	f	married  	1	1	weekly 	y	1	1	bad profit
100910	18	23832	f	married  	2	0	monthly	y	1	2	bad profit
102545	33	23828	f	single   	1	3	monthly	n	2	1	bad profit
102579	23	23827	f	single   	1	2	weekly 	n	2	1	bad loss  
101229	20	23827	m	married  	1	2	monthly	y	3	2	bad profit
101382	35	23825	f	married  	1	1	weekly 	y	2	2	good risk 
101662	36	23820	m	married  	1	1	monthly	y	3	2	bad profit
102695	24	23816	f	single   	1	3	weekly 	n	3	1	bad profit
101689	34	23812	f	married  	1	0	weekly 	y	3	2	bad profit
102514	23	23808	f	single   	0	2	weekly 	n	3	1	bad profit
102731	24	23807	m	single   	1	2	weekly 	n	3	1	bad profit
103470	47	23803	f	divsepwid	3	5	weekly 	y	5	3	bad profit
103127	43	23800	m	divsepwid	2	5	weekly 	n	5	2	bad loss  
103557	48	23790	m	divsepwid	3	6	weekly 	y	5	2	bad profit
100907	18	23789	f	married  	1	1	monthly	y	1	2	bad profit
102101	20	23782	m	single   	1	3	weekly 	n	3	1	bad loss  
104022	48	23775	f	married  	3	3	weekly 	y	5	2	bad loss  
102569	23	23774	m	single   	1	1	weekly 	y	2	1	bad profit
101515	22	23772	m	married  	1	2	weekly 	y	1	1	bad profit
101545	22	23771	m	married  	1	0	weekly 	y	3	2	bad profit
103376	46	23766	m	divsepwid	4	6	weekly 	n	3	3	bad profit
102562	33	23758	f	single   	0	1	monthly	n	3	1	bad profit
101682	23	23757	m	married  	2	1	weekly 	y	2	1	bad profit
101048	33	23754	f	married  	2	0	monthly	y	2	1	bad profit
102568	23	23753	f	single   	1	1	monthly	n	3	1	bad profit
101217	26	23748	f	married  	1	0	weekly 	y	1	2	bad profit
103213	44	23735	f	divsepwid	4	6	weekly 	n	5	2	bad profit
101376	21	23728	f	married  	1	2	monthly	y	2	1	bad profit
102515	33	23725	f	single   	0	3	monthly	y	3	1	bad profit
101213	32	23723	m	married  	1	2	monthly	y	3	1	bad loss  
103143	43	23721	m	divsepwid	2	6	weekly 	n	4	3	bad profit
103224	44	23718	m	divsepwid	3	6	weekly 	n	5	3	bad profit
102111	20	23713	f	single   	0	3	monthly	n	3	1	bad profit
103055	42	23708	f	divsepwid	3	5	weekly 	y	4	2	bad profit
103302	45	23705	f	divsepwid	3	6	weekly 	n	3	3	bad loss  
101090	19	23699	f	married  	2	1	monthly	y	3	1	bad profit
103762	37	23684	m	married  	2	3	weekly 	y	5	1	bad loss  
102673	24	23656	m	single   	1	2	weekly 	n	1	1	bad loss  
102816	26	23652	m	single   	0	1	monthly	y	1	1	bad profit
103890	44	23650	f	married  	2	4	monthly	y	5	2	bad loss  
104061	49	23648	f	married  	3	4	weekly 	y	4	2	bad loss  
103926	45	23648	m	married  	3	4	monthly	y	4	1	bad profit
101828	24	23645	m	married  	1	0	monthly	y	2	1	bad profit
103851	43	23644	f	married  	2	3	monthly	y	5	1	bad profit
100916	18	23643	m	married  	1	2	weekly 	y	3	2	bad profit
101070	19	23634	m	married  	1	0	weekly 	y	1	1	bad profit
103847	43	23627	f	married  	3	4	monthly	y	4	1	bad loss  
104025	31	23626	f	married  	2	4	monthly	y	5	2	bad loss  
101047	19	23623	m	married  	1	2	monthly	y	1	1	bad profit
103551	48	23618	f	divsepwid	4	5	weekly 	n	4	3	bad loss  
102839	25	23618	f	single   	0	2	monthly	y	3	1	bad profit
101972	31	23612	f	married  	2	0	monthly	y	2	1	bad profit
101255	20	23600	m	married  	2	1	weekly 	y	1	1	bad profit
101955	25	23594	m	married  	2	1	monthly	y	3	2	bad profit
103467	47	23590	m	divsepwid	4	6	weekly 	n	4	2	good risk 
104098	26	23587	m	married  	2	3	monthly	y	4	1	bad loss  
104097	50	23585	m	married  	3	4	weekly 	y	4	2	bad loss  
102532	23	23583	f	single   	1	3	monthly	y	1	1	bad profit
101654	23	23581	f	married  	1	1	weekly 	y	1	2	bad profit
101399	21	23570	f	married  	2	0	monthly	y	2	2	bad loss  
101658	23	23568	m	married  	2	1	monthly	y	1	2	bad loss  
101948	25	23566	f	married  	2	0	weekly 	y	1	2	bad profit
103303	45	23565	f	divsepwid	4	5	weekly 	y	5	3	bad profit
102852	25	23537	f	single   	1	1	monthly	y	3	1	bad profit
102398	22	23536	f	single   	0	2	monthly	y	1	1	bad profit
103852	43	23528	m	married  	2	3	monthly	y	5	2	bad loss  
101691	23	23527	m	married  	1	2	weekly 	y	1	2	good risk 
103057	42	23524	m	divsepwid	3	6	weekly 	y	3	2	good risk 
101393	21	23514	f	married  	1	2	monthly	y	3	1	bad profit
102686	24	23513	m	single   	1	2	monthly	y	2	1	bad profit
103293	45	23511	f	divsepwid	4	5	weekly 	y	3	2	bad loss  
101959	25	23511	m	married  	1	0	monthly	y	2	2	bad profit
101220	30	23510	f	married  	1	2	monthly	y	3	2	bad profit
103292	45	23493	m	divsepwid	3	6	weekly 	n	5	2	bad profit
103819	42	23490	f	married  	2	4	weekly 	y	4	2	bad loss  
102385	22	23473	m	single   	0	1	weekly 	n	1	1	bad profit
102706	24	23469	f	single   	0	2	weekly 	n	3	1	bad profit
102729	24	23469	m	single   	1	1	weekly 	y	1	1	bad profit
101672	23	23467	m	married  	1	2	weekly 	y	2	1	bad profit
103220	44	23461	m	divsepwid	4	5	weekly 	y	5	3	bad profit
102255	21	23461	f	single   	0	3	weekly 	n	2	1	bad profit
102978	41	23447	f	divsepwid	4	6	weekly 	y	5	3	bad loss  
101939	25	23447	f	married  	2	0	monthly	y	3	1	bad profit
102854	25	23446	m	single   	1	2	weekly 	n	1	1	bad profit
101700	23	23443	m	married  	2	1	weekly 	y	1	2	bad profit
101800	24	23442	f	married  	1	2	monthly	y	1	1	bad profit
103548	48	23439	f	divsepwid	3	5	weekly 	y	5	3	bad profit
101944	25	23435	m	married  	2	0	weekly 	y	1	2	bad profit
101252	20	23432	f	married  	1	1	weekly 	y	3	2	bad profit
101109	19	23429	f	married  	2	1	monthly	y	1	1	bad loss  
101509	22	23428	f	married  	2	0	weekly 	y	3	2	bad profit
103705	50	23425	f	divsepwid	3	5	weekly 	n	3	2	bad profit
103222	44	23424	f	divsepwid	2	5	weekly 	n	4	3	bad profit
101106	37	23406	f	married  	2	0	weekly 	y	1	2	bad profit
101520	22	23392	m	married  	1	2	monthly	y	1	2	bad profit
103386	46	23387	m	divsepwid	2	6	weekly 	y	3	3	bad loss  
103642	49	23383	m	divsepwid	4	6	weekly 	n	4	3	bad profit
103219	31	23380	f	divsepwid	3	6	weekly 	n	5	3	bad loss  
102078	20	23379	f	single   	0	2	monthly	n	1	1	bad profit
102241	21	23374	m	single   	1	3	monthly	n	1	1	bad profit
103554	48	23372	m	divsepwid	4	6	weekly 	n	4	3	bad profit
103291	45	23372	f	divsepwid	3	5	weekly 	y	5	2	bad loss  
104096	50	23363	m	married  	2	3	weekly 	y	5	1	bad loss  
101644	33	23362	f	married  	2	2	weekly 	y	2	1	bad profit
102374	32	23359	f	single   	1	3	weekly 	n	1	1	bad profit
102079	20	23359	m	single   	0	2	weekly 	n	3	1	bad profit
101496	22	23358	m	married  	1	0	weekly 	y	1	1	bad profit
102728	24	23348	f	single   	1	1	monthly	n	2	1	bad profit
102070	20	23335	f	single   	1	1	monthly	n	1	1	bad profit
102548	23	23333	f	single   	0	3	monthly	y	1	1	bad profit
102412	22	23323	m	single   	0	3	monthly	y	2	1	bad profit
102899	40	23321	f	divsepwid	2	5	weekly 	n	4	3	bad profit
103056	30	23318	f	divsepwid	3	5	weekly 	y	4	3	good risk 
